pedido_id,data_venda,produto,categoria,quantidade,preco_unitario,regiao,canal,vendedor
PED-00592,2025-07-15,Dock Station USB-C,Perifericos,1,775.45,Sul,E-commerce,Ana Prado
PED-00143,2025-07-03,Notebook Pro 14,Informatica,1,4211.38,Nordeste,Marketplace,Carla Nunes
PED-00871,10/02/2025,Notebook Pro 14,Informatica,2,5097.08,Sul,Televendas,Heitor Braga
PED-01015,2025-03-03,SSD 1TB NVMe,Armazenamento,2,540.93,Sul,Marketplace,Gisele Amaral
PED-00572,2025-12-06,Mesa Regulavel,Mobiliario,3,2167.22,Centro-Oeste,Loja Fisica,Ana Prado
PED-00461,2025-04-21,Microfone Condensador,Audio,2,727.02,Nordeste,Loja Fisica,Bruno Salles
PED-01046,2025-02-02,Webcam Full HD,Perifericos,1,"334,28",Sul,Marketplace,Elisa Rocha
PED-00777,2025-09-30,Caixa de Som Bluetooth,Audio,1,428.79,Sudeste,Loja Fisica,Diego Matos
PED-00428,2025-05-22,Webcam Full HD,Perifericos,1,288.85,Sudeste,Loja Fisica,Elisa Rocha
PED-00715,2025-01-04,  Dock Station USB-C  ,Perifericos,1,797.66,Norte,Televendas,Diego Matos
PED-00950,2025-01-29,Cadeira Ergonomica,Mobiliario,4,1485.76,Norte,Televendas,Ana Prado
PED-00193,2025-01-29,Notebook Pro 14,Informatica,1,5119.29,Sudeste,Loja Fisica,Elisa Rocha
PED-00321,2025-09-28,Notebook Pro 14,Informatica,1,4681.94,Sul,Loja Fisica,Ana Prado
PED-00088,2025-02-28,Monitor 27 4K,Informatica,2,1866.52,Sul,Televendas,Bruno Salles
PED-00349,2025-08-09,Notebook Pro 14,Informatica,2,4839.01,Sul,E-commerce,Bruno Salles
PED-00473,2025-09-06,Dock Station USB-C,Perifericos,2,841.88,Nordeste,Televendas,Gisele Amaral
PED-00740,15/06/2025,Dock Station USB-C,Perifericos,2,865.62,Centro-Oeste,Televendas,Bruno Salles
PED-00480,2025-11-05,SSD 1TB NVMe,Armazenamento,1,472.82,Sul,,Heitor Braga
PED-00566,2025-07-17,Webcam Full HD,Perifericos,5,297.54,Centro-Oeste,Marketplace,Carla Nunes
PED-00943,2025-02-20,SSD 1TB NVMe,Armazenamento,3,543.14,Centro-Oeste,Marketplace,Diego Matos
PED-00529,2025-07-23,Mouse Ergonomico,Perifericos,2,253.61,norte,E-commerce,Ana Prado
PED-00839,2025-03-18,  Dock Station USB-C  ,Perifericos,1,777.44,Sul,Televendas,Bruno Salles
PED-01084,14/03/2025,Notebook Pro 14,Informatica,1,4675.25,Nordeste,E-commerce,Fabio Lemos
PED-00923,2025-05-03,Mesa Regulavel,Mobiliario,1,2152.79,Sul,E-commerce,Carla Nunes
PED-00768,2025-11-12,Dock Station USB-C,Perifericos,1,932.30,Centro-Oeste,Loja Fisica,Heitor Braga
PED-00741,2025-03-08,Notebook Pro 14,Informatica,2,4221.71,Sul,E-commerce,Diego Matos
PED-00233,2025-11-11,Suporte Monitor,Mobiliario,1,261.10,Nordeste,Loja Fisica,Gisele Amaral
PED-00825,11/12/2025,Teclado Mecanico,Perifericos,1,357.77,Centro-Oeste,Marketplace,Ana Prado
PED-00408,2025-12-27,Cadeira Ergonomica,Mobiliario,2,1362.95,Nordeste,Televendas,Elisa Rocha
PED-00937,2025-06-25,Microfone Condensador,Audio,1,699.30,Sul,Televendas,Carla Nunes
PED-00780,2025-05-01,Mesa Regulavel,Mobiliario,1,2232.86,Norte,Televendas,Ana Prado
PED-00856,2025-02-25,  Mouse Ergonomico  ,Perifericos,5,215.89,Norte,Marketplace,Fabio Lemos
PED-00670,2025-03-22,Headset Studio,Perifericos,1,509.18,Sudeste,Televendas,Gisele Amaral
PED-00484,12/08/2025,Headset Studio,Perifericos,1,528.02,Centro-Oeste,Televendas,Carla Nunes
PED-00013,2025-06-11,Notebook Pro 14,Informatica,1,5078.67,Sul,Marketplace,Gisele Amaral
PED-00672,14/10/2025,Caixa de Som Bluetooth,Audio,1,379.99,Norte,Televendas,Fabio Lemos
PED-00776,2025-07-17,Notebook Pro 14,Informatica,1,5020.47,Sul,Marketplace,Bruno Salles
PED-00594,2025-10-05,  Suporte Monitor  ,Mobiliario,3,248.53,Sudeste,Televendas,Heitor Braga
PED-00416,2025-09-06,Headset Studio,Perifericos,2,524.80,Nordeste,E-commerce,Ana Prado
PED-00414,2025-12-24,Suporte Monitor,Mobiliario,10,272.57,Nordeste,E-commerce,Gisele Amaral
PED-00355,2025-10-18,Teclado Mecanico,Perifericos,1,399.11,Centro-Oeste,Televendas,Ana Prado
PED-00289,2025-10-07,Monitor 27 4K,Informatica,1,1712.36,Nordeste,Televendas,Heitor Braga
PED-00307,2025-10-26,Dock Station USB-C,Perifericos,1,815.17,Norte,E-commerce,Elisa Rocha
PED-00789,2025-11-10,Monitor 27 4K,Informatica,1,1794.46,norte,Televendas,Diego Matos
PED-00009,2025-07-06,Webcam Full HD,Perifericos,1,321.48,Sul,Televendas,
PED-00268,2025-06-13,Headset Studio,Perifericos,2,546.60,Nordeste,Marketplace,Carla Nunes
PED-00557,2025-11-13,Microfone Condensador,Audio,4,713.29,Sudeste,Televendas,Bruno Salles
PED-00758,2025-02-10,Notebook Pro 14,Informatica,3,4720.11,Sudeste,Televendas,Fabio Lemos
PED-00734,2025-03-10,Notebook Pro 14,Informatica,2,4506.79,Nordeste,E-commerce,
PED-00771,2025-08-19,Headset Studio,Perifericos,2,522.48,Centro-Oeste,E-commerce,
PED-00142,2025-08-16,Dock Station USB-C,Perifericos,2,911.82,Sul,Televendas,Ana Prado
PED-00619,2025-10-01,Microfone Condensador,Audio,2,707.65,Sul,Loja Fisica,Gisele Amaral
PED-00723,2025-03-16,Suporte Monitor,Mobiliario,3,255.58,Sudeste,Televendas,
PED-01140,2025-04-27,Dock Station USB-C,Perifericos,3,"831,57",Sul,Marketplace,Gisele Amaral
PED-01089,2025-09-11,Suporte Monitor,Mobiliario,1,243.62,Sudeste,Marketplace,Fabio Lemos
PED-01106,25/09/2025,Mesa Regulavel,Mobiliario,4,2331.92,Centro-Oeste,Televendas,Ana Prado
PED-01113,2025-12-02,Notebook Pro 14,Informatica,1,4169.51,Centro-Oeste,Marketplace,Gisele Amaral
PED-00764,11/03/2025,HD Externo 4TB,Armazenamento,1,691.71,Centro-Oeste,Loja Fisica,Heitor Braga
PED-00310,2025-03-10,Headset Studio,Perifericos,2,535.40,Centro-Oeste,Loja Fisica,Heitor Braga
PED-00257,2025-09-03,Mouse Ergonomico,Perifericos,1,248.25,Norte,Marketplace,Gisele Amaral
PED-00338,2025-05-25,Caixa de Som Bluetooth,Audio,1,383.10,Centro-Oeste,Marketplace,Fabio Lemos
PED-00692,2025-04-28,  Cadeira Ergonomica  ,Mobiliario,1,1438.12,Sudeste,Televendas,Diego Matos
PED-00202,2025-11-05,Notebook Pro 14,Informatica,1,4349.43,Sul,E-commerce,Carla Nunes
PED-00342,2025-10-19,Monitor 27 4K,Informatica,1,1603.85,Sul,Marketplace,Fabio Lemos
PED-00206,2025-05-27,SSD 1TB NVMe,Armazenamento,1,472.90,Sudeste,E-commerce,Gisele Amaral
PED-00830,2025-06-07,Monitor 27 4K,Informatica,2,1831.02,Nordeste,E-commerce,Elisa Rocha
PED-00040,2025-01-21,Caixa de Som Bluetooth,Audio,2,404.66,Norte,E-commerce,Gisele Amaral
PED-01018,2025-10-25,Suporte Monitor,Mobiliario,1,279.83,Norte,Televendas,Gisele Amaral
PED-00074,2025-05-07,Suporte Monitor,Mobiliario,4,262.26,Nordeste,Marketplace,Diego Matos
PED-00973,2025-01-21,Suporte Monitor,Mobiliario,1,263.88,Sul,E-commerce,Elisa Rocha
PED-00101,2025-09-29,Mesa Regulavel,Mobiliario,2,2163.25,Nordeste,Marketplace,Fabio Lemos
PED-00234,2025-07-04,Monitor 27 4K,Informatica,2,1552.15,Sudeste,E-commerce,Gisele Amaral
PED-00284,2025-10-23,  Mesa Regulavel  ,Mobiliario,3,2301.98,Sul,E-commerce,Heitor Braga
PED-00805,2025-03-29,Webcam Full HD,Perifericos,2,282.54,Nordeste,Loja Fisica,
PED-00081,2025-11-15,Microfone Condensador,Audio,1,655.77,Norte,E-commerce,Gisele Amaral
PED-00660,2025-05-14,Monitor 27 4K,Informatica,1,1731.06,Norte,Marketplace,Fabio Lemos
PED-00560,2025-02-15,Headset Studio,Perifericos,1,"510,68",Sudeste,Marketplace,
PED-00526,2025-12-16,Mouse Ergonomico,Perifericos,2,238.07,Sudeste,Marketplace,Carla Nunes
PED-00514,2025-07-25,Monitor 27 4K,Informatica,2,"1765,23",Sudeste,Marketplace,Fabio Lemos
PED-00939,2025-04-21,Webcam Full HD,Perifericos,4,311.84,Norte,Marketplace,Heitor Braga
PED-00085,2025-06-29,Notebook Pro 14,Informatica,3,4207.44,Sul,E-commerce,Ana Prado
PED-00368,2025-02-13,Notebook Pro 14,Informatica,1,4535.77,Norte,Loja Fisica,Carla Nunes
PED-00078,2025-10-27,Microfone Condensador,Audio,1,772.19,Sudeste,Marketplace,Heitor Braga
PED-00909,2025-09-08,Notebook Pro 14,Informatica,2,4736.40,Centro-Oeste,E-commerce,Elisa Rocha
PED-00272,2025-08-28,  Dock Station USB-C  ,Perifericos,1,933.78,Centro-Oeste,Televendas,Heitor Braga
PED-00240,2025-05-27,Mouse Ergonomico,Perifericos,1,244.75,Nordeste,E-commerce,Fabio Lemos
PED-00453,2025-06-07,Notebook Pro 14,Informatica,3,4524.50,Sudeste,,Diego Matos
PED-01024,2025-10-04,SSD 1TB NVMe,Armazenamento,2,526.21,Norte,E-commerce,Ana Prado
PED-01101,2025-04-13,Mesa Regulavel,Mobiliario,1,"2114,80",Centro-Oeste,Marketplace,Gisele Amaral
PED-00392,2025-12-27,Suporte Monitor,Mobiliario,1,252.68,Sudeste,E-commerce,Carla Nunes
PED-00280,2025-08-22,Suporte Monitor,Mobiliario,1,263.58,Sul,Loja Fisica,Fabio Lemos
PED-00325,2025-12-11,Notebook Pro 14,Informatica,2,4593.12,Sudeste,Loja Fisica,Ana Prado
PED-00510,2025-08-23,HD Externo 4TB,Armazenamento,1,632.76,Sudeste,Marketplace,Bruno Salles
PED-00824,2025-10-19,Notebook Pro 14,Informatica,2,4490.35,Norte,E-commerce,Carla Nunes
PED-00377,2025-08-25,Mesa Regulavel,Mobiliario,3,1958.83,Sul,Marketplace,Elisa Rocha
PED-00419,2025-12-02,Microfone Condensador,Audio,5,677.70,Nordeste,Televendas,Bruno Salles
PED-00443,2025-10-18,SSD 1TB NVMe,Armazenamento,2,472.74,Sul,Televendas,Carla Nunes
PED-00479,10/09/2025,Microfone Condensador,Audio,10,768.72,norte,Televendas,Carla Nunes
PED-00462,2025-09-20,Suporte Monitor,Mobiliario,1,257.00,Sudeste,Televendas,Elisa Rocha
PED-01041,2025-06-04,Headset Studio,Perifericos,3,587.20,Norte,Televendas,Gisele Amaral
PED-00345,2025-12-09,HD Externo 4TB,Armazenamento,1,"712,52",SUDESTE,E-commerce,Gisele Amaral
PED-00834,2025-06-08,Caixa de Som Bluetooth,Audio,1,"429,38",nordeste,Loja Fisica,Bruno Salles
PED-01096,2025-08-20,Headset Studio,Perifericos,5,587.76,Nordeste,Loja Fisica,Diego Matos
PED-00477,2025-04-01,Caixa de Som Bluetooth,Audio,3,426.98,SUL,Televendas,Fabio Lemos
PED-00043,2025-02-21,Notebook Pro 14,Informatica,1,5132.99,Sudeste,Loja Fisica,Elisa Rocha
PED-00887,2025-08-10,Caixa de Som Bluetooth,Audio,2,385.80,Norte,Televendas,Fabio Lemos
PED-01027,2025-09-07,Webcam Full HD,Perifericos,1,326.74,Sudeste,Marketplace,Heitor Braga
PED-00361,2025-08-19,Notebook Pro 14,Informatica,2,4922.81,Centro-Oeste,Loja Fisica,Fabio Lemos
PED-00910,2025-08-19,SSD 1TB NVMe,Armazenamento,2,558.25,SUDESTE,E-commerce,Fabio Lemos
PED-00456,2025-07-21,Cadeira Ergonomica,Mobiliario,1,1306.29,Sudeste,E-commerce,Gisele Amaral
PED-00303,2025-08-23,Teclado Mecanico,Perifericos,3,357.20,Nordeste,Loja Fisica,Ana Prado
PED-01004,2025-02-19,Notebook Pro 14,Informatica,1,4809.40,Sudeste,Loja Fisica,Diego Matos
PED-00925,2025-09-29,Notebook Pro 14,Informatica,2,4344.18,Sudeste,Televendas,Diego Matos
PED-00138,2025-03-15,HD Externo 4TB,Armazenamento,4,596.30,Centro-Oeste,Loja Fisica,Bruno Salles
PED-01048,2025-05-06,Teclado Mecanico,Perifericos,1,346.38,Nordeste,Marketplace,Heitor Braga
PED-00564,2025-06-18,Microfone Condensador,Audio,1,733.60,NORDESTE,Marketplace,Elisa Rocha
PED-00261,26/04/2025,Monitor 27 4K,Informatica, 1 ,1856.14,Nordeste,Televendas,Bruno Salles
PED-01129,2025-08-01,Teclado Mecanico,Perifericos,1,369.80,Centro-Oeste,Televendas,Diego Matos
PED-01094,2025-02-24,Webcam Full HD,Perifericos,1,"340,79",Nordeste,Loja Fisica,Ana Prado
PED-00161,2025-09-10,Notebook Pro 14,Informatica,5,4454.17,Sudeste,E-commerce,Diego Matos
PED-00586,2025-12-03,Suporte Monitor,Mobiliario,3,242.93,Norte,Televendas,Gisele Amaral
PED-00387,2025-06-13,Notebook Pro 14,Informatica,1,4837.93,Sudeste,Televendas,Ana Prado
PED-00436,2025-04-15,  Notebook Pro 14  ,Informatica,1,"4656,56",Sul,Televendas,Gisele Amaral
PED-00314,2025-03-01,  Monitor 27 4K  ,Informatica,1,1707.78,Sul,Marketplace,Bruno Salles
PED-00224,2025-09-22,HD Externo 4TB,Armazenamento,5,693.60,Sudeste,Televendas,Bruno Salles
PED-00406,2025-06-29,Teclado Mecanico,Perifericos,3,377.26,Norte,Marketplace,Carla Nunes
PED-00241,2025-07-24,Mouse Ergonomico,Perifericos,1,230.81,Centro-Oeste,Marketplace,Fabio Lemos
PED-01060,2025-12-17,Mesa Regulavel,Mobiliario,5,2112.69,Sudeste,Loja Fisica,Heitor Braga
PED-01110,2025-12-27,Microfone Condensador,Audio,1,649.13,NORDESTE,Televendas,Heitor Braga
PED-01010,2025-02-27,Webcam Full HD,Perifericos, 1 ,294.62,nordeste,E-commerce,Heitor Braga
PED-00213,2025-06-29,Notebook Pro 14,Informatica,2,4294.82,Nordeste,Marketplace,Carla Nunes
PED-00038,2025-09-29,Notebook Pro 14,Informatica,1,4622.80,Sul,E-commerce,Bruno Salles
PED-00666,2025-02-10,Notebook Pro 14,Informatica,1,4373.39,Norte,E-commerce,Gisele Amaral
PED-00598,2025-08-15,Suporte Monitor,Mobiliario,1,271.78,Sul,Televendas,Diego Matos
PED-00918,2025-02-02,Dock Station USB-C,Perifericos,1,787.37,Sudeste,Televendas,Carla Nunes
PED-00654,2025-11-05,Notebook Pro 14,Informatica,1,4283.96,Norte,E-commerce,Gisele Amaral
PED-01063,09/09/2025,Mouse Ergonomico,Perifericos,4,253.56,Centro-Oeste,Marketplace,Fabio Lemos
PED-01025,2025-08-19,Webcam Full HD,Perifericos, 4 ,"287,49",Nordeste,Marketplace,Heitor Braga
PED-00275,2025-05-16,Microfone Condensador,Audio,1,656.71,Nordeste,Marketplace,Fabio Lemos
PED-00486,2025-03-07,Webcam Full HD,Perifericos,1,324.95,Sul,E-commerce,Gisele Amaral
PED-01092,2025-10-20,Cadeira Ergonomica,Mobiliario,10,1267.73,Sul,Marketplace,Bruno Salles
PED-01029,2025-06-30,Cadeira Ergonomica,Mobiliario,10,1450.35,Nordeste,Televendas,Ana Prado
PED-00495,05/09/2025,Headset Studio,Perifericos,2,582.66,Sudeste,Marketplace,Carla Nunes
PED-00954,2025-08-05,Headset Studio,Perifericos,4,569.48,Nordeste,E-commerce,Bruno Salles
PED-00539,2025-08-04,Headset Studio,Perifericos,1,613.55,Nordeste,Televendas,Elisa Rocha
PED-00383,2025-05-13,Dock Station USB-C,Perifericos,1,758.38,Sul,Loja Fisica,Heitor Braga
PED-00730,2025-10-25,Dock Station USB-C,Perifericos,1,928.95,Centro-Oeste,Loja Fisica,Fabio Lemos
PED-00330,2025-09-26,Headset Studio,Perifericos,5,589.58,Nordeste,Marketplace,Gisele Amaral
PED-00184,2025-05-23,Headset Studio,Perifericos,4,"553,18",NORTE,Loja Fisica,Gisele Amaral
PED-00476,2025-01-29,Teclado Mecanico,Perifericos,2,352.20,Sul,Marketplace,Fabio Lemos
PED-00532,02/06/2025,Mesa Regulavel,Mobiliario, 2 ,2355.21,Sul,Loja Fisica,Diego Matos
PED-00511,2025-10-26,Webcam Full HD,Perifericos,1,316.93,Sudeste,E-commerce,Bruno Salles
PED-00953,2025-10-25,Teclado Mecanico,Perifericos,2,382.03,Sul,Loja Fisica,Fabio Lemos
PED-00522,2025-11-22,Headset Studio,Perifericos,3,569.66,Sudeste,E-commerce,Diego Matos
PED-01092,2025-10-20,Cadeira Ergonomica,Mobiliario,10,1267.73,Sul,Marketplace,Bruno Salles
PED-00661,2025-04-15,Cadeira Ergonomica,Mobiliario,1,1469.32,Centro-Oeste,Marketplace,Carla Nunes
PED-01078,28/11/2025,Caixa de Som Bluetooth,Audio,1,405.00,Centro-Oeste,E-commerce,Ana Prado
PED-01037,2025-03-27,HD Externo 4TB,Armazenamento,3,687.45,Norte,Televendas,Fabio Lemos
PED-00398,2025-08-19,SSD 1TB NVMe,Armazenamento,1,487.19,Norte,E-commerce,Fabio Lemos
PED-00927,2025-08-31,  Dock Station USB-C  ,Perifericos,1,906.69,Centro-Oeste,Loja Fisica,Carla Nunes
PED-00172,2025-10-31,SSD 1TB NVMe,Armazenamento,1,"506,40",Sudeste,Marketplace,Diego Matos
PED-00965,2025-03-24,SSD 1TB NVMe,Armazenamento,5,534.58,Norte,Televendas,Carla Nunes
PED-00630,2025-09-07,SSD 1TB NVMe,Armazenamento,1,551.72,Norte,E-commerce,Carla Nunes
PED-00680,2025-05-18,Headset Studio,Perifericos,1,616.29,Sul,Loja Fisica,Heitor Braga
PED-00810,2025-11-04,SSD 1TB NVMe,Armazenamento,1,"475,37",SUDESTE,Loja Fisica,Elisa Rocha
PED-00482,2025-03-14,Notebook Pro 14,Informatica,1,4730.20,Sudeste,Televendas,Bruno Salles
PED-00804,2025-02-13,Notebook Pro 14,Informatica,2,4776.62,Norte,Marketplace,Carla Nunes
PED-00084,2025-08-04,Dock Station USB-C,Perifericos,4,806.03,Nordeste,E-commerce,Heitor Braga
PED-00745,2025-11-12,Microfone Condensador,Audio,1,742.77,Nordeste,E-commerce,Bruno Salles
PED-01050,2025-05-23,Monitor 27 4K,Informatica,1,1804.20,Norte,Loja Fisica,Ana Prado
PED-00501,2025-12-05,Mouse Ergonomico,Perifericos,3,235.95,Nordeste,E-commerce,Gisele Amaral
PED-00908,2025-04-08,Notebook Pro 14,Informatica,4,4584.85,SUL,E-commerce,Diego Matos
PED-00599,2025-08-18,Dock Station USB-C,Perifericos,3,790.94,Sul,E-commerce,Carla Nunes
PED-00521,2025-01-26,Microfone Condensador,Audio,1,641.60,Nordeste,Loja Fisica,Elisa Rocha
PED-00872,15/02/2025,HD Externo 4TB,Armazenamento,1,718.56,Sul,Marketplace,Bruno Salles
PED-00130,2025-12-28,SSD 1TB NVMe,Armazenamento,5,498.70,Nordeste,Marketplace,Heitor Braga
PED-00894,2025-11-28,Microfone Condensador,Audio,2,692.97,Norte,Loja Fisica,Bruno Salles
PED-00287,14/09/2025,Monitor 27 4K,Informatica,1,"1594,49",Norte,Marketplace,Ana Prado
PED-00815,2025-08-07,Headset Studio,Perifericos,4,607.42,Norte,E-commerce,Elisa Rocha
PED-00645,2025-09-03,Suporte Monitor,Mobiliario,1,274.83,Sul,Loja Fisica,Gisele Amaral
PED-00055,2025-07-30,Notebook Pro 14,Informatica,1,5060.65,Sul,Televendas,Carla Nunes
PED-00254,03/06/2025,Suporte Monitor,Mobiliario,1,267.40,SUL,Loja Fisica,Fabio Lemos
PED-00336,2025-01-08,Teclado Mecanico,Perifericos,4,357.38,Sul,Loja Fisica,Bruno Salles
PED-01015,2025-03-03,SSD 1TB NVMe,Armazenamento,2,540.93,Sul,Marketplace,Gisele Amaral
PED-00809,10/09/2025,HD Externo 4TB,Armazenamento,3,679.15,Sul,Loja Fisica,Heitor Braga
PED-01079,2025-12-21,SSD 1TB NVMe,Armazenamento,1,502.14,Centro-Oeste,Loja Fisica,Gisele Amaral
PED-00549,2025-02-03,Webcam Full HD,Perifericos,2,299.79,Sudeste,Televendas,Elisa Rocha
PED-00875,2025-05-29,Headset Studio,Perifericos,5,604.78,Sul,E-commerce,Elisa Rocha
PED-00194,2025-05-29,Teclado Mecanico,Perifericos,3,391.00,Nordeste,E-commerce,Ana Prado
PED-00602,2025-01-27,Notebook Pro 14,Informatica,1,4472.03,Norte,Televendas,Heitor Braga
PED-00631,2025-03-13,Mesa Regulavel,Mobiliario,2,2332.04,Norte,Loja Fisica,Elisa Rocha
PED-01120,2025-07-20,Teclado Mecanico,Perifericos,1,396.10,Sudeste,Televendas,Ana Prado
PED-00048,2025-09-08,Mesa Regulavel,Mobiliario, 2 ,2067.40,NORDESTE,E-commerce,Bruno Salles
PED-00944,2025-07-28,  Notebook Pro 14  ,Informatica,2,4168.65,Sul,Loja Fisica,Fabio Lemos
PED-00251,2025-05-15,  HD Externo 4TB  ,Armazenamento,1,672.67,Nordeste,Marketplace,Diego Matos
PED-00652,2025-04-14,Webcam Full HD,Perifericos,1,"286,79",norte,Marketplace,Carla Nunes
PED-00440,12/09/2025,Suporte Monitor,Mobiliario,1,237.78,Nordeste,Televendas,Carla Nunes
PED-01054,2025-06-10,Caixa de Som Bluetooth,Audio,1,406.42,Nordeste,Marketplace,Diego Matos
PED-00326,2025-01-29,Webcam Full HD,Perifericos,1,315.17,Sul,Televendas,Diego Matos
PED-00384,2025-10-29,Headset Studio,Perifericos,1,601.68,Norte,Loja Fisica,Fabio Lemos
PED-00712,2025-03-21,SSD 1TB NVMe,Armazenamento,1,511.91,Nordeste,E-commerce,Ana Prado
PED-01059,2025-05-10,Suporte Monitor,Mobiliario,4,274.63,Norte,Marketplace,Elisa Rocha
PED-00546,2025-01-03,Webcam Full HD,Perifericos,1,311.06,Sudeste,Loja Fisica,Fabio Lemos
PED-01118,2025-01-12,Dock Station USB-C,Perifericos,1,840.87,Sudeste,Loja Fisica,Carla Nunes
PED-00195,2025-07-14,SSD 1TB NVMe,Armazenamento,3,485.94,Norte,Loja Fisica,Fabio Lemos
PED-00814,2025-01-19,SSD 1TB NVMe,Armazenamento,3,506.20,Sudeste,Televendas,Fabio Lemos
PED-01132,2025-04-25,Notebook Pro 14,Informatica,2,4274.53,Centro-Oeste,Televendas,Fabio Lemos
PED-00947,2025-04-05,Dock Station USB-C,Perifericos,1,881.66,Nordeste,Marketplace,Ana Prado
PED-00904,2025-09-04,Webcam Full HD,Perifericos,5,333.47,Sudeste,Televendas,Fabio Lemos
PED-00148,2025-04-12,Suporte Monitor,Mobiliario,1,284.32,Centro-Oeste,Marketplace,Bruno Salles
PED-00122,2025-09-09,Monitor 27 4K,Informatica,10,1677.55,Sudeste,Marketplace,Fabio Lemos
PED-00067,2025-06-21,  Mouse Ergonomico  ,Perifericos,2,244.05,Sudeste,Loja Fisica,Elisa Rocha
PED-00729,2025-05-22,Mesa Regulavel,Mobiliario,1,1953.40,Norte,E-commerce,Gisele Amaral
PED-00900,2025-02-06,Suporte Monitor,Mobiliario,1,239.10,Norte,Televendas,Heitor Braga
PED-00445,2025-01-24,Notebook Pro 14,Informatica,4,4168.52,Centro-Oeste,Televendas,Gisele Amaral
PED-00903,2025-02-05,SSD 1TB NVMe,Armazenamento,1,559.33,Norte,Loja Fisica,Ana Prado
PED-01085,2025-05-24,Notebook Pro 14,Informatica,10,4644.73,Nordeste,Marketplace,Elisa Rocha
PED-00819,2025-07-01,Mouse Ergonomico,Perifericos,2,262.15,Sul,Marketplace,Heitor Braga
PED-00540,2025-08-29,Cadeira Ergonomica,Mobiliario,1,1520.16,Sudeste,E-commerce,Heitor Braga
PED-00964,2025-01-25,Headset Studio,Perifericos,10,601.37,Sul,Televendas,Elisa Rocha
PED-01137,2025-03-04,Mesa Regulavel,Mobiliario,1,"2321,68",sul,Marketplace,Gisele Amaral
PED-00677,2025-11-21,SSD 1TB NVMe,Armazenamento,1,474.07,Sul,Loja Fisica,Fabio Lemos
PED-00382,2025-11-10,Mesa Regulavel,Mobiliario,2,2022.68,Sudeste,Marketplace,Fabio Lemos
PED-00829,2025-07-12,Monitor 27 4K,Informatica,1,1532.66,Norte,Loja Fisica,Gisele Amaral
PED-00379,2025-08-05,Teclado Mecanico,Perifericos,1,343.44,Centro-Oeste,E-commerce,Heitor Braga
PED-00246,2025-02-08,Mesa Regulavel,Mobiliario,10,2380.64,Centro-Oeste,Televendas,Carla Nunes
PED-00468,2025-07-22,Monitor 27 4K,Informatica,5,1676.57,Centro-Oeste,E-commerce,Gisele Amaral
PED-00313,2025-10-08,Notebook Pro 14,Informatica,4,4266.24,Norte,Loja Fisica,Carla Nunes
PED-00216,03/04/2025,HD Externo 4TB,Armazenamento,1,644.84,Sul,Televendas,Heitor Braga
PED-00959,2025-03-09,Webcam Full HD,Perifericos,5,315.28,Centro-Oeste,Televendas,Gisele Amaral
PED-00347,2025-11-23,HD Externo 4TB,Armazenamento,1,602.60,NORTE,Marketplace,Heitor Braga
PED-00114,2025-04-29,Suporte Monitor,Mobiliario,2,253.40,Nordeste,Televendas,Heitor Braga
PED-01009,2025-02-24,Suporte Monitor,Mobiliario,2,261.68,Sul,Televendas,Gisele Amaral
PED-00807,2025-11-17,Suporte Monitor,Mobiliario,3,262.05,Sul,E-commerce,Carla Nunes
PED-00671,2025-04-13,Headset Studio,Perifericos,2,557.72,Norte,E-commerce,Bruno Salles
PED-00389,2025-10-14,HD Externo 4TB,Armazenamento,1,616.54,Centro-Oeste,Marketplace,Diego Matos
PED-01072,2025-01-26,Teclado Mecanico,Perifericos, 1 ,397.84,Centro-Oeste,Marketplace,Elisa Rocha
PED-00694,2025-11-19,Monitor 27 4K,Informatica,1,1569.64,Norte,Televendas,Heitor Braga
PED-00852,2025-05-03,HD Externo 4TB,Armazenamento,1,676.71,Norte,Loja Fisica,Carla Nunes
PED-01115,2025-01-08,Dock Station USB-C,Perifericos,1,778.77,Sul,E-commerce,Ana Prado
PED-00104,2025-09-26,Suporte Monitor,Mobiliario,1,277.58,Norte,Televendas,Bruno Salles
PED-00933,2025-07-12,  Teclado Mecanico  ,Perifericos,3,399.25,Sul,E-commerce,Heitor Braga
PED-01008,2025-02-20,Caixa de Som Bluetooth,Audio,3,356.51,Sul,Marketplace,Fabio Lemos
PED-00864,2025-07-04,  Monitor 27 4K  ,Informatica,1,1659.19,Centro-Oeste,Loja Fisica,Elisa Rocha
PED-00181,2025-12-10,Cadeira Ergonomica,Mobiliario,5,1433.88,Sudeste,Marketplace,Fabio Lemos
PED-00023,2025-09-06,Caixa de Som Bluetooth,Audio,2,362.75,Sudeste,Loja Fisica,Carla Nunes
PED-00201,28/06/2025,HD Externo 4TB,Armazenamento,2,720.80,Nordeste,Loja Fisica,Diego Matos
PED-00183,2025-12-03,  Notebook Pro 14  ,Informatica,2,4364.56,Centro-Oeste,Loja Fisica,Bruno Salles
PED-00252,2025-09-09,Cadeira Ergonomica,Mobiliario,1,"1539,61",Sul,E-commerce,Carla Nunes
PED-00568,2025-11-09,Dock Station USB-C,Perifericos,2,834.49,Centro-Oeste,Televendas,Ana Prado
PED-00741,2025-03-08,Notebook Pro 14,Informatica,2,4221.71,Sul,E-commerce,Diego Matos
PED-00348,2025-01-07,Notebook Pro 14,Informatica,1,4696.01,Sudeste,Televendas,Elisa Rocha
